상권_코드,class,val
1000010,유동비율_남성50대주말,0.015122426
1000010,유동비율_남성50대,0.053786296
1000010,유동비율_남성60대주중,0.048674003
1000010,유동비율_남성60대주말,0.018241919
1000010,유동비율_남성60대,0.066915923
1000010,유동비율_여성10대주중,0.050930962
1000010,유동비율_여성10대주말,0.021038353
1000010,유동비율_여성10대,0.071969315
1000010,유동비율_여성20대주중,0.118938774
1000010,유동비율_여성20대주말,0.050003994
1000010,유동비율_여성20대,0.168942768
1000010,유동비율_여성30대주중,0.049394106
1000010,유동비율_여성30대주말,0.019597879
1000010,유동비율_여성30대,0.068991986
1000010,유동비율_여성40대주중,0.050503666
1000010,유동비율_여성40대주말,0.019881762
1000010,유동비율_여성40대,0.070385428
1000010,유동비율_여성50대주중,0.042317394
1000010,유동비율_여성50대주말,0.016236983
1000010,유동비율_여성50대,0.058554377
1000010,유동비율_여성60대주중,0.06966827
1000010,유동비율_여성60대주말,0.026456392
1000010,유동비율_여성60대,0.096124662
1000011,상주비율_남성,0.538375973
1000011,상주비율_여성,0.461624027
1000011,상주비율_10대,0.083426029
1000011,상주비율_20대,0.151279199
1000011,상주비율_30대,0.113459399
1000011,상주비율_40대,0.121245829
1000011,상주비율_50대,0.212458287
1000011,상주비율_60대이상,0.318131257
1000011,상주비율_남성10대,0.046718576
1000011,상주비율_남성20대,0.085650723
1000011,상주비율_남성30대,0.064516129
1000011,상주비율_남성40대,0.068965517
1000011,상주비율_남성50대,0.121245829
1000011,상주비율_남성60대이상,0.151279199
1000011,상주비율_여성10대,0.036707453
1000011,상주비율_여성20대,0.065628476
1000011,상주비율_여성30대,0.04894327
1000011,상주비율_여성40대,0.052280311
1000011,상주비율_여성50대,0.091212458
1000011,상주비율_여성60대,0.166852058
1000011,유동비율_남성,0.492941313
1000011,유동비율_여성,0.507058639
1000011,유동비율_10대,0.109858058
1000011,유동비율_20대,0.160232682
1000011,유동비율_30대,0.155622749
1000011,유동비율_40대,0.158424992
1000011,유동비율_50대,0.177221802
1000011,유동비율_60대이상,0.238639766
1000011,유동비율_주중,0.722701938
1000011,유동비율_주말,0.277298062
