상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기별매출평균
1001068,은마아파트입구사거리_2,CS100010,커피-음료,77152422.08
1001069,은마아파트입구사거리_3,CS100010,커피-음료,63694269.05
1001070,은마아파트입구사거리_4,CS100010,커피-음료,255267690
1001071,서울 강남구 한티역,CS100010,커피-음료,37063811.89
1001072,신대방삼거리역,CS100010,커피-음료,35804508.51
1001073,서울 강남구 역삼역_1,CS100010,커피-음료,90899055.31
1001074,대림역_2,CS100010,커피-음료,26467149.2
1001075,역삼역_2,CS100010,커피-음료,56389259.77
1001076,구로역,CS100010,커피-음료,3270022.592
1001077,선릉역_1,CS100010,커피-음료,29147775.31
1001078,서울 강남구 강남역_2,CS100010,커피-음료,111001378.5
1001080,서울 송파구 석촌역_1,CS100010,커피-음료,3881069.375
1001081,서울 강남구 역삼역_2,CS100010,커피-음료,78577178.88
1001082,선릉역_2,CS100010,커피-음료,89183556.14
1001083,서울 송파구 석촌역_2,CS100010,커피-음료,52820454.83
1001084,서울 강남구 선릉역_1,CS100010,커피-음료,50773403.53
1001085,서울 서초구 강남역,CS100010,커피-음료,73997552.19
1001086,고속터미널역,CS100010,커피-음료,115899985.1
1001087,서울 강남구 선릉역_2,CS100010,커피-음료,111531155.1
1001088,삼성역_1,CS100010,커피-음료,53307798.67
1001089,삼정역_1,CS100010,커피-음료,77969555.03
1001090,삼정역_2,CS100010,커피-음료,27060560.35
1001091,삼성역_2,CS100010,커피-음료,56669507.86
1001092,강남구 논현역_1,CS100010,커피-음료,27853108.54
1001093,신천역,CS100010,커피-음료,67473911.14
1001094,선정릉역_1,CS100010,커피-음료,24690361.67
1001095,강남구 논현역_2,CS100010,커피-음료,76079381.12
1001096,신도림역,CS100010,커피-음료,71408215.12
1001097,잠실역 롯데월드,CS100010,커피-음료,173119054
1001098,포스코사거리_1,CS100010,커피-음료,34197434.39
1001099,포스코사거리_2,CS100010,커피-음료,64521897.85
1001100,강남구 논현역_3,CS100010,커피-음료,32944731.07
1001101,선정릉역_2,CS100010,커피-음료,39553200.23
1001102,서울 강남구 학동역_1,CS100010,커피-음료,39164420.33
1001103,코엑스,CS100010,커피-음료,78924966.35
1001104,삼성역_3,CS100010,커피-음료,71327550.43
1001105,서울 동작구 노량진역,CS100010,커피-음료,40675317.62
1001106,서울 강남구 학동역_2,CS100010,커피-음료,5213541.917
1001107,방이동 먹자골목,CS100010,커피-음료,91064414.75
1001108,학동역,CS100010,커피-음료,12241387.44
1001109,강남구 논현역_4,CS100010,커피-음료,42735558.76
1001110,잠실역,CS100010,커피-음료,144279695.2
1001111,서울 강남구 강남구청역_1,CS100010,커피-음료,102272017.4
1001112,서울 강남구 학동역_3,CS100010,커피-음료,101012554.4
1001113,서울 동작구 노량진1동_1,CS100010,커피-음료,134495689.2
1001114,강남구 신사역_1,CS100010,커피-음료,45040754.28
1001115,서울 강남구 강남구청역_2,CS100010,커피-음료,48431416.48
1001116,영등포역_1,CS100010,커피-음료,1755656.375
1001117,강남구 신사역_2,CS100010,커피-음료,144278784.6
1001118,문래동 주민센터,CS100010,커피-음료,43226301.53
1001119,영등포역_2,CS100010,커피-음료,23052725
1001120,도산공원사거리_1,CS100010,커피-음료,22027065.1
1001121,영등포역_3,CS100010,커피-음료,24956798.04
1001122,여의도 시범아파트앞,CS100010,커피-음료,26414258.47
1001123,학동사거리_1,CS100010,커피-음료,70094948.22
1001124,서울 영등포구 영등포시장역,CS100010,커피-음료,2850000
1001125,학동사거리_2,CS100010,커피-음료,14077706.76
1001126,서울 양천구 신정네거리역_2,CS100010,커피-음료,13920103
1001127,서울 영등포구 여의도역_1,CS100010,커피-음료,59549778.66
1001128,청담사거리_1,CS100010,커피-음료,6000000
1001129,청담사거리_2,CS100010,커피-음료,51555610.33
1001130,청담역_1,CS100010,커피-음료,49018263.38
1001131,청담역_2,CS100010,커피-음료,1654180
1001132,영등포유통상가,CS100010,커피-음료,27708553.9
1001133,청담사거리_3,CS100010,커피-음료,66633781.76
1001134,서울 영등포구 여의도역_2,CS100010,커피-음료,104195638.5
1001135,신사동 가로수길,CS100010,커피-음료,61698136.49
1001136,오목교역,CS100010,커피-음료,32995137.02
1001137,서울 강동구 둔촌동역,CS100010,커피-음료,11843177.43
1001138,압구정 로데오거리_1,CS100010,커피-음료,67278801.22
1001139,서울 영등포구 영등포구청역,CS100010,커피-음료,40766227.39
1001140,서울 강남구 압구정역,CS100010,커피-음료,54001439.52
1001141,압구정 로데오거리_2,CS100010,커피-음료,51009502.55
1001142,국회의사당역_1,CS100010,커피-음료,76535080.09
1001143,서울 용산구 신용산역,CS100010,커피-음료,71549073.67
1001144,국회의사당역_2,CS100010,커피-음료,83997759.7
1001145,용산 전자상가_1,CS100010,커피-음료,112165957.5
1001146,용산구청,CS100010,커피-음료,50490902.99
1001147,용산 전자상가_2,CS100010,커피-음료,13731771.52
1001148,목동사거리,CS100010,커피-음료,27766186.42
1001149,한남오거리,CS100010,커피-음료,89938828.34
1001150,서울 용산구 이태원역,CS100010,커피-음료,51984448.48
1001151,용산 전자상가_3,CS100010,커피-음료,945243.75
1001152,서울 광진구 강변역,CS100010,커피-음료,29336692.46
1001153,당산역_1,CS100010,커피-음료,451614418
1001154,용산 전자상가_4,CS100010,커피-음료,32046861.8
1001155,용산 전자상가_5,CS100010,커피-음료,24922670.5
1001156,서울 강동구 길동역,CS100010,커피-음료,101089298.2
1001157,서울 강동구 천호역_1,CS100010,커피-음료,27373332.31
1001158,당산역_2,CS100010,커피-음료,32574749.5
1001159,서울 강동구 천호역,CS100010,커피-음료,78785161.96
1001160,서울 광진구 구의역,CS100010,커피-음료,26436112.98
1001161,건대입구역,CS100010,커피-음료,392598306.5
1001162,서울 광진구 건대입구역_1,CS100010,커피-음료,68665856.34
1001163,서울 강동구 천호역_2,CS100010,커피-음료,39367860.55
1001164,서울 마포구 마포역_1,CS100010,커피-음료,81555037.66
1001165,서울 광진구 건대입구역_2,CS100010,커피-음료,115773164.8
1001166,서울 마포구 마포역_2,CS100010,커피-음료,24517417.46
1001167,서울 마포구 공덕역_1,CS100010,커피-음료,38331655.71
1001168,남영역,CS100010,커피-음료,52024619.65
1001169,서울 용산구 숙대입구역,CS100010,커피-음료,29163325.13
1001170,공덕역,CS100010,커피-음료,18752563.71
1001171,서울 마포구 공덕역_2,CS100010,커피-음료,6779513
1001172,어린이대공원역,CS100010,커피-음료,65666341.67
1001173,서울 강동구 명일역,CS100010,커피-음료,17528556.13
1001174,등촌역,CS100010,커피-음료,24382620.31
1001175,서울 강동구 고덕역,CS100010,커피-음료,42885310.96
1001177,서울 중구 약수역_2,CS100010,커피-음료,62409332.13
1001178,서울 마포구 홍대입구역_1,CS100010,커피-음료,24192913.05
1001179,강서구청,CS100010,커피-음료,66402551.33
1001180,신촌역,CS100010,커피-음료,35914211.92
1001181,서울 광진구 군자역,CS100010,커피-음료,45449638.85
1001182,홍익대학교 주변,CS100010,커피-음료,67584615.88
1001183,서울 마포구 홍대입구역_2,CS100010,커피-음료,67438940.72
1001184,서울 마포구 홍대입구역_3,CS100010,커피-음료,101200750.7
1001185,서울 서대문구 신촌역,CS100010,커피-음료,70028666.78
1001186,서울 서대문구 이대역,CS100010,커피-음료,50823439.1
1001187,한양시장,CS100010,커피-음료,45975483.26
1001188,장충동 족발거리,CS100010,커피-음료,76289938.96
1001189,서울 중구 명동역,CS100010,커피-음료,27605972.48
1001190,장한평역,CS100010,커피-음료,41654067.44
1001192,서울 중구 충무로역_1,CS100010,커피-음료,96596607.79
1001193,장한평역_1,CS100010,커피-음료,45059930.8
1001194,서울 강서구 발산역,CS100010,커피-음료,29936609.32
1001195,왕십리역_2,CS100010,커피-음료,91262701.69
1001196,시청역_1,CS100010,커피-음료,172609228
1001197,장한평역_2,CS100010,커피-음료,23564793.29
1001198,서울 강서구 송정역,CS100010,커피-음료,39479210.91
1001199,서울 중구 충무로역_2,CS100010,커피-음료,41223919.4
1001200,북창동,CS100010,커피-음료,46586945.05
1001201,서울 중구 신당역_1,CS100010,커피-음료,20253144.83
1001202,롯데백화점,CS100010,커피-음료,94231552.93
1001203,명동거리,CS100010,커피-음료,95688946.55
1001204,서울 중구 을지로3가역_1,CS100010,커피-음료,71627641.68
1001205,동대문역사문화공원역,CS100010,커피-음료,37963854.49
1001206,서대문구 서대문역_2,CS100010,커피-음료,35836070.36
1001207,서울 중구 신당역_2,CS100010,커피-음료,33611452.26
1001208,서울 중구 을지로3가역_2,CS100010,커피-음료,67111947.76
1001209,서울시청,CS100010,커피-음료,86533701.15
1001210,시청역_2,CS100010,커피-음료,100202234.1
1001211,동대문시장_1,CS100010,커피-음료,81393167.94
1001212,서대문구 서대문역_1,CS100010,커피-음료,6478155.75
1001213,종각역 젊음의 거리,CS100010,커피-음료,66304176.32
1001214,종각역,CS100010,커피-음료,59124802.37
1001215,서울 종로구 광화문역_1,CS100010,커피-음료,163300903.7
1001216,서울 종로구 종로3가역_1,CS100010,커피-음료,38020810.4
1001217,서울 종로구 종로5가역_1,CS100010,커피-음료,68047657.23
1001218,동대문시장_2,CS100010,커피-음료,26024732.94
1001219,서울 종로구 동대문역_1,CS100010,커피-음료,54370453.63
1001220,서울 종로구 동대문역_2,CS100010,커피-음료,42640461
1001221,장안동사거리,CS100010,커피-음료,58047103.36
1001222,동묘앞역,CS100010,커피-음료,11307241.81
1001223,서울 종로구 광화문역_2,CS100010,커피-음료,54740626.97
1001224,서울 동대문구 신설동역_1,CS100010,커피-음료,31553045.93
1001225,신설동역,CS100010,커피-음료,24892218.48
1001226,서울 종로구 종로5가역_2,CS100010,커피-음료,48656952.04
1001227,종로구청,CS100010,커피-음료,101396889.6
1001228,서울 종로구 종로5가역_3,CS100010,커피-음료,19487374.36
1001229,서울 종로구 종로5가역_4,CS100010,커피-음료,16174210.11
1001230,인사동,CS100010,커피-음료,67282524.03
1001231,서울 동대문구 신설동역_2,CS100010,커피-음료,17770113.27
1001232,서울 종로구 종로3가역_2,CS100010,커피-음료,72655107.94
1001233,서울 종로구 종로3가역_3,CS100010,커피-음료,39570081.08
1001234,서울 종로구 경복궁역_1,CS100010,커피-음료,27010933.67
1001235,서울 종로구 안국역_1,CS100010,커피-음료,96398552.95
1001236,서울 종로구 안국역_2,CS100010,커피-음료,54137508.24
1001237,서울 종로구 경복궁역_2,CS100010,커피-음료,57008069.81
1001238,서울 동대문구 청량리역,CS100010,커피-음료,81854163.02
1001239,디지털미디어시티,CS100010,커피-음료,52271891.83
1001240,혜화역 대학로_1,CS100010,커피-음료,61873649.43
1001241,혜화역 대학로_2,CS100010,커피-음료,52436520.6
1001242,혜화역 대학로_3,CS100010,커피-음료,50718483.26
1001243,서울 성북구 안암역,CS100010,커피-음료,57359082.25
1001244,경희대학교,CS100010,커피-음료,81556749.31
1001245,서울 성북구 성신여대입구역,CS100010,커피-음료,97602415.87
1001246,미아사거리_1,CS100010,커피-음료,33903649
1001247,미아사거리_2,CS100010,커피-음료,5951159.875
1001248,서울 은평구 불광역_1,CS100010,커피-음료,38401236.88
1001249,서울 은평구 불광역_2,CS100010,커피-음료,22745592.83
1001250,서울 은평구 불광역_3,CS100010,커피-음료,114701697
1001251,서울 강북구 미아삼거리역_1,CS100010,커피-음료,49349562.7
1001252,서울 성북구 미아삼거리역_2,CS100010,커피-음료,16297663.8
1001253,서울 은평구 연신내역_1,CS100010,커피-음료,58502016.33
1001254,서울 은평구 연신내역_2,CS100010,커피-음료,47473786.1
1001255,서울 은평구 연신내역_3,CS100010,커피-음료,22461484
1001256,서울 강북구 수유역_1,CS100010,커피-음료,62906508.55
1001257,서울 강북구 수유역_2,CS100010,커피-음료,55094545.04
1001258,등나무근린공원 주변,CS100010,커피-음료,66870669.5
1001259,서울 강북구 수유역_3,CS100010,커피-음료,10208908.8
1001260,창동역,CS100010,커피-음료,39587960
1001261,서울 노원구 노원역_1,CS100010,커피-음료,114637204.7
1001262,서울 노원구 노원역_2,CS100010,커피-음료,52513271.82
1001263,서울 노원구 노원역_3,CS100010,커피-음료,130311653.5
1001264,통인시장,CS100010,커피-음료,58554774.95
1001265,광장시장,CS100010,커피-음료,32871691.81
1001266,동대문종합시장,CS100010,커피-음료,36707519.51
1001267,종로신진시장,CS100010,커피-음료,8098407.955
1001270,창신골목시장,CS100010,커피-음료,21550413.5
1001271,동묘시장,CS100010,커피-음료,5550516.458
1001273,남대문시장,CS100010,커피-음료,54028870.43
1001274,신중부시장,CS100010,커피-음료,34018601.15
1001275,인현시장,CS100010,커피-음료,13486974.94
1001276,평화시장,CS100010,커피-음료,40471315.39
1001277,방산종합시장,CS100010,커피-음료,16358332.14
1001279,동평화시장,CS100010,커피-음료,24100170.61
1001282,약수시장,CS100010,커피-음료,83709418
1001283,백학시장,CS100010,커피-음료,8089808.625
1001284,서울중앙시장,CS100010,커피-음료,15329679.25
1001285,합동(새벽)시장,CS100010,커피-음료,23799122.74
1001287,신흥시장,CS100010,커피-음료,13351175.71
1001289,용문전통시장,CS100010,커피-음료,11666666.67
1001290,이촌종합시장,CS100010,커피-음료,97165517.63
1001291,이태원시장,CS100010,커피-음료,172079312.2
1001295,행당시장,CS100010,커피-음료,45546774.69
1001296,금남시장,CS100010,커피-음료,0
1001298,성동용답상가시장,CS100010,커피-음료,26381998.81
1001300,화양제일골목시장,CS100010,커피-음료,53441004.25
1001301,중곡제일시장,CS100010,커피-음료,5359778
1001307,능동로골목시장,CS100010,커피-음료,5523721.5
1001313,청량리수산시장,CS100010,커피-음료,76734557
1001316,서울약령시장,CS100010,커피-음료,3056899.2
1001319,청량리종합시장,CS100010,커피-음료,1736435
1001320,전농로터리시장,CS100010,커피-음료,68214696
1001323,답십리시장,CS100010,커피-음료,389358
1001324,전곡시장,CS100010,커피-음료,78158619.25
1001325,청량리청과물시장,CS100010,커피-음료,5389283.3
1001326,회기시장,CS100010,커피-음료,27892151.56
1001329,동부골목시장,CS100010,커피-음료,65030479.02
1001330,동원시장,CS100010,커피-음료,24610070.42
1001331,면목골목시장,CS100010,커피-음료,12460993.25
1001332,사가정시장,CS100010,커피-음료,29051828.04
1001333,중화제일시장,CS100010,커피-음료,2753149.917
1001335,묵1동도깨비시장,CS100010,커피-음료,115852269
1001336,우림골목시장,CS100010,커피-음료,35718758
1001340,정릉시장,CS100010,커피-음료,21649480.81
1001343,장위전통시장,CS100010,커피-음료,4237255.875
1001346,석관시장,CS100010,커피-음료,8221310.667
1001349,방천골목시장,CS100010,커피-음료,17719057.63
1001350,숭인시장,CS100010,커피-음료,21151457.81
1001352,번동북부골목시장,CS100010,커피-음료,327247.3333
1001353,수유전통시장,CS100010,커피-음료,29573945.25
1001355,강북종합시장,CS100010,커피-음료,13181751.25
1001359,창동신창시장,CS100010,커피-음료,21295616.13
1001360,창동골목시장,CS100010,커피-음료,12015746.04
1001364,방학동도깨비시장,CS100010,커피-음료,41357518.21
1001365,공릉동도깨비시장,CS100010,커피-음료,2283967.5
1001367,상계중앙시장,CS100010,커피-음료,3814460.625
1001368,연서시장,CS100010,커피-음료,42286088.5
1001373,신응암시장,CS100010,커피-음료,1120248.111
1001374,대림골목시장,CS100010,커피-음료,6819060.125
1001377,영천시장,CS100010,커피-음료,40794920
1001378,아현가구거리상점가,CS100010,커피-음료,9290727
1001383,공덕시장,CS100010,커피-음료,31126736.44
1001387,서교시장,CS100010,커피-음료,0
1001388,영진시장,CS100010,커피-음료,27409118.75
1001390,망원시장,CS100010,커피-음료,22456082.4
1001391,망원월드컵시장,CS100010,커피-음료,12563550.65
1001392,동진시장,CS100010,커피-음료,36807566.75
1001393,마포농수산물시장,CS100010,커피-음료,157031594.6
1001394,목2동시장,CS100010,커피-음료,16462572.38
1001395,목3동시장,CS100010,커피-음료,0
1001396,목4동시장,CS100010,커피-음료,5278356
1001397,신영시장,CS100010,커피-음료,1843522.888
1001399,경창시장,CS100010,커피-음료,17702674.25
1001402,신월6동골목시장,CS100010,커피-음료,16362009.13
1001404,신정제일시장,CS100010,커피-음료,7893683.5
1001406,신정3동골목시장,CS100010,커피-음료,161300015.9
1001408,신월중앙시장,CS100010,커피-음료,37027595.25
1001409,화곡중앙골목시장,CS100010,커피-음료,79947799
1001411,남부골목시장,CS100010,커피-음료,4779307.85
1001413,까치산시장,CS100010,커피-음료,60995687.48
1001414,송화골목시장,CS100010,커피-음료,40417922.08
1001415,방신전통시장,CS100010,커피-음료,233244.6667
1001416,공항시장,CS100010,커피-음료,15445446.75
1001417,구로시장,CS100010,커피-음료,1972327
1001418,남구로시장,CS100010,커피-음료,894036.6
1001422,오류시장,CS100010,커피-음료,85956363.5
1001426,대명시장,CS100010,커피-음료,0
1001427,현대시장,CS100010,커피-음료,38632888.71
1001429,은행나무시장,CS100010,커피-음료,18684844.5
1001430,영등포전통시장,CS100010,커피-음료,79511439.8
1001437,영진시장A동,CS100010,커피-음료,6212550.25
1001440,노량진중앙시장,CS100010,커피-음료,51339145.81
1001441,본동인정시장,CS100010,커피-음료,12717579.08
1001443,강남시장_동작,CS100010,커피-음료,48854823.25
1001444,상도전통시장,CS100010,커피-음료,8917358.327
1001447,상도4동도깨비골목시장,CS100010,커피-음료,3993261.042
1001448,흑석시장,CS100010,커피-음료,16211768.41
1001449,남성사계시장,CS100010,커피-음료,90825848
1001450,남성역골목시장,CS100010,커피-음료,16012172.75
1001452,중부시장,CS100010,커피-음료,14092688.63
1001453,낙성대시장,CS100010,커피-음료,15710162.92
1001457,봉천중앙시장,CS100010,커피-음료,35200156.63
1001458,인헌시장,CS100010,커피-음료,16953963.08
1001466,미성동도깨비시장,CS100010,커피-음료,20925765
1001471,영동전통시장,CS100010,커피-음료,29391328.5
1001475,강남개포시장,CS100010,커피-음료,36073233.5
1001478,방이시장,CS100010,커피-음료,27464475.99
1001479,석촌시장,CS100010,커피-음료,17668432.6
1001480,새마을시장,CS100010,커피-음료,15293667.78
1001481,명일골목시장,CS100010,커피-음료,2422553.25
1001484,양지골목시장,CS100010,커피-음료,2000000
1001487,천호시장,CS100010,커피-음료,2416754.75
1001489,둔촌역전통시장,CS100010,커피-음료,14696243.12
1001490,길동복조리시장,CS100010,커피-음료,6915935.542
1001491,이태원 관광특구,CS100010,커피-음료,63467790.35
1001492,명동 남대문 북창동 다동 무교동 관광특구,CS100010,커피-음료,73736326.4
1001493,동대문패션타운 관광특구,CS100010,커피-음료,38817935.97
1001494,종로·청계 관광특구,CS100010,커피-음료,44693086.61
1001495,잠실 관광특구,CS100010,커피-음료,125743763.4
1001496,강남 마이스 관광특구,CS100010,커피-음료,78924966.35
1000001,계동길,CS200001,일반교습학원,43000000
1000005,백석동길,CS200001,일반교습학원,131028874.5
1000015,이화장길,CS200001,일반교습학원,14334850.67
1000016,자하문로7길,CS200001,일반교습학원,45581417.13
1000020,지봉로8길,CS200001,일반교습학원,30379281.85
1000021,창경궁로35길,CS200001,일반교습학원,84121060
1000022,창신2길,CS200001,일반교습학원,17146110.88
1000030,다산로33길,CS200001,일반교습학원,10910478.25
1000031,다산로36길,CS200001,일반교습학원,3513791.333
1000032,다산로38길,CS200001,일반교습학원,15000000
1000034,동호로10길,CS200001,일반교습학원,48473804.25
1000035,동호로11길,CS200001,일반교습학원,30164215.63
1000043,청구로1길,CS200001,일반교습학원,35348938.5
1000054,녹사평대로46길,CS200001,일반교습학원,10510016.25
1000056,두텁바위로1길,CS200001,일반교습학원,1500000
1000057,백범로79길,CS200001,일반교습학원,34506302.9
1000060,소월로20길,CS200001,일반교습학원,15677385.75
1000067,원효로53길,CS200001,일반교습학원,20299985.25
1000068,원효로89길,CS200001,일반교습학원,11348588.33
1000069,이촌로22길,CS200001,일반교습학원,18000000
1000072,장문로45길,CS200001,일반교습학원,30595422.38
1000077,한강대로104길,CS200001,일반교습학원,12464361.85
1000079,한강대로43길,CS200001,일반교습학원,3692138
1000085,회나무로13길,CS200001,일반교습학원,22599620
1000087,후암로28길,CS200001,일반교습학원,20952906.25
1000088,고산자로6길,CS200001,일반교습학원,52798325.44
1000090,금호산길,CS200001,일반교습학원,57780025.25
1000091,둘레9길,CS200001,일반교습학원,1683647.5
1000093,마장로27길,CS200001,일반교습학원,5897777.667
1000094,마장로39길,CS200001,일반교습학원,30857547.73
1000097,매봉길,CS200001,일반교습학원,5819946.25
1000098,무수막길,CS200001,일반교습학원,21805667.13
1000101,무학봉길,CS200001,일반교습학원,98697085
1000103,상원12길,CS200001,일반교습학원,25468604.75
1000104,상원길,CS200001,일반교습학원,3250000
1000107,성덕정길,CS200001,일반교습학원,9765348.007
1000116,왕십리로14길,CS200001,일반교습학원,470887527.6
1000117,왕십리로21길,CS200001,일반교습학원,29273105.19
1000118,왕십리로26길,CS200001,일반교습학원,6223449
1000120,왕십리로6길,CS200001,일반교습학원,32085678.2
1000121,용답29길,CS200001,일반교습학원,19722264
1000122,용답중앙길,CS200001,일반교습학원,20999064
1000123,장터길,CS200001,일반교습학원,8094447.167
1000125,한림말3길,CS200001,일반교습학원,18197097.86
1000126,한림말길,CS200001,일반교습학원,34758214.83
1000129,광나루로36길,CS200001,일반교습학원,12758288.17
1000132,광나루로52길,CS200001,일반교습학원,10786072.02
1000133,긴고랑로20길,CS200001,일반교습학원,4179554
1000134,긴고랑로7길,CS200001,일반교습학원,15937959.31
1000136,긴고랑로9길,CS200001,일반교습학원,12137500.5
1000137,능동로13길,CS200001,일반교습학원,27809060.5
1000139,능동로34길,CS200001,일반교습학원,10196841.83
1000140,능동로3길,CS200001,일반교습학원,11200000.5
1000141,능동로4길,CS200001,일반교습학원,8738666.25
1000146,뚝섬로48길,CS200001,일반교습학원,39840367.61
1000147,뚝섬로54길,CS200001,일반교습학원,54452829.63
1000148,뚝섬로58길,CS200001,일반교습학원,25767388.76
1000149,뚝섬로64길,CS200001,일반교습학원,6071660
1000150,면목로17길,CS200001,일반교습학원,13333333.33
1000153,아차산로55길,CS200001,일반교습학원,30181818
1000154,아차산로65길,CS200001,일반교습학원,99941889.82
1000156,용마산로21길,CS200001,일반교습학원,77031600.68
1000157,용마산로3길,CS200001,일반교습학원,1002633
1000159,자양로15길,CS200001,일반교습학원,59977341.44
1000160,자양로26길,CS200001,일반교습학원,27207058.2
1000161,자양로45길,CS200001,일반교습학원,18513139.5
1000162,자양로50길,CS200001,일반교습학원,8437770.833
1000163,자양로53길,CS200001,일반교습학원,28763498.63
1000164,자양번영로3길,CS200001,일반교습학원,16767724.08
1000165,천호대로109길,CS200001,일반교습학원,40723649.86
1000167,천호대로129길,CS200001,일반교습학원,31223461.13
1000171,답십리로23길,CS200001,일반교습학원,17820167.75
1000172,답십리로56길,CS200001,일반교습학원,71745543.67
1000173,답십리로60길,CS200001,일반교습학원,44612859.72
1000177,답십리로69길,CS200001,일반교습학원,75173450.32
1000178,답십리로72길,CS200001,일반교습학원,35143235.87
1000180,망우로18길,CS200001,일반교습학원,2036138.611
1000181,망우로21길,CS200001,일반교습학원,4205110.833
1000184,사가정로13길,CS200001,일반교습학원,10212145.6
1000185,사가정로23가길,CS200001,일반교습학원,21902577.8
1000186,사가정로2길,CS200001,일반교습학원,3174322.667
1000189,서울시립대로4길,CS200001,일반교습학원,9647360.1
1000193,왕산로43길,CS200001,일반교습학원,18203095.88
1000194,이문로42길,CS200001,일반교습학원,0
1000196,장한로25길,CS200001,일반교습학원,31724805.81
1000198,장한로26길,CS200001,일반교습학원,14722028.5
1000199,장한로27가길,CS200001,일반교습학원,164594991.4
1000200,장한로27길,CS200001,일반교습학원,52771154.09
1000201,장한로5길,CS200001,일반교습학원,4386562.5
1000204,전농로3길,CS200001,일반교습학원,52246665.25
1000213,천호대로97길,CS200001,일반교습학원,24581566
1000215,한천로33길,CS200001,일반교습학원,4426857.04
1000217,한천로46길,CS200001,일반교습학원,10303492.75
1000220,휘경로2길,CS200001,일반교습학원,33787640
1000222,겸재로29길,CS200001,일반교습학원,33036542.38
1000225,공릉로12가길,CS200001,일반교습학원,3694765
1000226,공릉로2길,CS200001,일반교습학원,35424698.45
1000227,답십리로75길,CS200001,일반교습학원,16957524.02
1000229,동일로101길,CS200001,일반교습학원,17605845.79
1000232,동일로130길,CS200001,일반교습학원,49741353.83
1000233,동일로139가길,CS200001,일반교습학원,3751410.417
1000235,동일로140길,CS200001,일반교습학원,31203800.45
1000236,동일로149길,CS200001,일반교습학원,5406250
1000239,망우로68길,CS200001,일반교습학원,20350475.44
1000240,망우로73길,CS200001,일반교습학원,6611322.625
1000241,면목로21길,CS200001,일반교습학원,5347956.25
1000242,면목로33길,CS200001,일반교습학원,8317795.069
1000244,면목로48길,CS200001,일반교습학원,40830215.75
1000246,면목로55길,CS200001,일반교습학원,12439047.5
1000247,면목로56길,CS200001,일반교습학원,53400099.13
1000248,면목로78길,CS200001,일반교습학원,3333333.333
1000249,봉우재로33길,CS200001,일반교습학원,93577934.25
1000250,봉화산로30길,CS200001,일반교습학원,60631006.13
1000251,봉화산로4길,CS200001,일반교습학원,18920803.5
1000252,봉화산로56길,CS200001,일반교습학원,31350290.48
1000254,사가정로54길,CS200001,일반교습학원,25740065.71
1000255,신내로7가길,CS200001,일반교습학원,18008168.12
1000256,용마산로100길,CS200001,일반교습학원,6894803.636
1000258,용마산로118길,CS200001,일반교습학원,92600049.29
1000259,용마산로94길,CS200001,일반교습학원,916598.75
1000260,중랑천로10길,CS200001,일반교습학원,14614136
1000263,돌곶이로22길,CS200001,일반교습학원,4997587.25
1000264,돌곶이로27길,CS200001,일반교습학원,160565984.5
1000266,돌곶이로41길,CS200001,일반교습학원,7352338
1000267,돌곶이로8길,CS200001,일반교습학원,2891867.25
1000268,동소문로13길,CS200001,일반교습학원,43201954.5
1000269,동소문로15길,CS200001,일반교습학원,18333040.42
1000270,동소문로26가길,CS200001,일반교습학원,1606250
1000271,동소문로2길,CS200001,일반교습학원,10826557.54
1000272,동소문로6길,CS200001,일반교습학원,18565063.33
1000274,보문로13길,CS200001,일반교습학원,11410396.45
1000278,삼선교로10길,CS200001,일반교습학원,7853410.625
1000280,삼선교로16가길,CS200001,일반교습학원,14245839.25
1000281,삼양로8길,CS200001,일반교습학원,30411151.96
1000282,성북로8길,CS200001,일반교습학원,33040983.75
1000284,아리랑로4길,CS200001,일반교습학원,14290536.3
1000286,오패산로19길,CS200001,일반교습학원,13422136.17
1000287,오패산로3길,CS200001,일반교습학원,9874902.75
1000288,오패산로4길,CS200001,일반교습학원,62084202.29
1000289,인촌로17가길,CS200001,일반교습학원,12794726.29
1000292,인촌로24길,CS200001,일반교습학원,12346585.67
1000294,인촌로6길,CS200001,일반교습학원,21214515.5
1000295,장월로1길,CS200001,일반교습학원,8300549.417
1000297,정릉로26길,CS200001,일반교습학원,13412120.5
1000298,정릉로27길,CS200001,일반교습학원,14555131.9
1000301,종암로19길,CS200001,일반교습학원,9607438.958
1000302,종암로21길,CS200001,일반교습학원,11127896.95
1000303,종암로24가길,CS200001,일반교습학원,5152306.333
1000304,종암로5길,CS200001,일반교습학원,39484797
1000305,지봉로20길,CS200001,일반교습학원,0
1000308,한천로76길,CS200001,일반교습학원,0
1000310,화랑로14길,CS200001,일반교습학원,28245989.83
1000311,화랑로19길,CS200001,일반교습학원,6000000
1000314,화랑로40길,CS200001,일반교습학원,39208244
1000315,노해로17길,CS200001,일반교습학원,32366967.75
1000316,노해로23길,CS200001,일반교습학원,21066053
1000317,노해로33길,CS200001,일반교습학원,0
1000320,도봉로13길,CS200001,일반교습학원,16021974.13
1000321,도봉로18길,CS200001,일반교습학원,4004290.25
1000322,도봉로45길,CS200001,일반교습학원,57265427.25
1000323,도봉로67길,CS200001,일반교습학원,10930316.81
1000327,삼각산로28길,CS200001,일반교습학원,12287068.5
1000328,삼양로20길,CS200001,일반교습학원,23266277.12
