상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,1분기매출,2분기매출,3분기매출,4분기매출,분기별매출평균,점포수
1001061,방배동카페골목,CS100001,한식음식점,67312678.49,69909415.86,64483752.4,79616173.61,70330505.09,50.75
1001061,방배동카페골목,CS100002,중식음식점,121578360,120350693.7,116589609,117157136.7,118918949.8,3
1001061,방배동카페골목,CS100003,일식음식점,39604811.5,47397085.44,61692520,62729512.25,52855982.3,8.75
1001061,방배동카페골목,CS100005,제과점,62635639.75,59313629.5,76687565.33,80643793.33,69820156.98,3.5
1001061,방배동카페골목,CS100007,치킨전문점,201380080,194626798.5,185508061,163196851.5,186177947.8,2
1001061,방배동카페골목,CS100008,분식전문점,54505832.68,63893465.61,58520195.5,34189805.94,52777324.93,18.25
1001061,방배동카페골목,CS100009,호프-간이주점,38349108,42670081,43061329.8,46088779,42542324.45,20.25
1001061,방배동카페골목,CS100010,커피-음료,45559319.11,51296897.1,52996670.55,34930984.92,46195967.92,10.5
1001061,방배동카페골목,CS200001,일반교습학원,9492476.333,16272817,10999218.67,,12254837.33,3
1001061,방배동카페골목,CS200005,스포츠 강습,50072494,22006437,35563661.4,53318570.6,40240290.75,3.75
1001061,방배동카페골목,CS200016,당구장,5199028.25,3627669,4218927,4289046.25,4333667.625,4
1001061,방배동카페골목,CS200028,미용실,15848416.23,10321290.15,15705953.67,17263645.83,14784826.47,12.5
1001061,방배동카페골목,CS200031,세탁소,2811438,3160828.5,1858431.25,2623827.5,2613631.313,4
1001061,방배동카페골목,CS200037,노래방,23173991.18,23426008.64,23154751.64,25117385.09,23718034.14,11
1001061,방배동카페골목,CS300001,슈퍼마켓,682948972.5,663880757,623208691.5,595490370.5,641382197.9,2
1001061,방배동카페골목,CS300002,편의점,58146908.14,75520013.67,78707326.5,68969784.67,70336008.24,6.25
1001061,방배동카페골목,CS300007,육류판매,46317207.5,55253077.5,15079153.5,,38883146.17,2
1001061,방배동카페골목,CS300011,일반의류,9393104.1,8432020.5,8492514.455,25909877.58,13056879.16,10.75
1001061,방배동카페골목,CS300022,화장품,218947176.5,233208588.5,473211463,,308455742.7,1.666666667
1001062,서울 강남구 강남역_1,CS100001,한식음식점,83699829.01,73694026.77,85164506.06,98296896.74,85213814.65,81.5
1001062,서울 강남구 강남역_1,CS100002,중식음식점,73189655.13,38603610.75,73324197.38,71639240.64,64189175.97,8.75
1001062,서울 강남구 강남역_1,CS100003,일식음식점,75293016,72812492.65,67863038.05,72972188.81,72235183.88,20.25
1001062,서울 강남구 강남역_1,CS100005,제과점,109640576.5,115275544,122341435.2,138002330.8,121314971.6,10
1001062,서울 강남구 강남역_1,CS100006,패스트푸드점,162544860.6,163471428.2,161339193.2,104290281.4,147911440.9,5.5
1001062,서울 강남구 강남역_1,CS100007,치킨전문점,65084198.5,29625466.4,110048171.4,80752278,71377528.58,5.5
1001062,서울 강남구 강남역_1,CS100008,분식전문점,63311617.38,50395102.44,69602079.35,72731756.38,64010138.89,35
1001062,서울 강남구 강남역_1,CS100009,호프-간이주점,100579855.1,104132532.6,99649604.33,95399106.29,99940274.58,14
1001062,서울 강남구 강남역_1,CS100010,커피-음료,73310937.63,73494919.79,93606422.02,101123660,85383984.86,42.5
1001062,서울 강남구 강남역_1,CS200001,일반교습학원,9227132.455,4499975.95,20695018.58,33121878.33,16886001.33,19.75
1001062,서울 강남구 강남역_1,CS200005,스포츠 강습,66377671.27,75716463.8,78813689,71164085.4,73017977.37,15.25
1001062,서울 강남구 강남역_1,CS200016,당구장,19647926.67,15410062,11791998.2,12300010.25,14787499.28,4
1001062,서울 강남구 강남역_1,CS200028,미용실,87687252.93,65732812.79,93992143.21,81684980.5,82274297.36,14
1001062,서울 강남구 강남역_1,CS200031,세탁소,66326533.5,67001484.5,50735057.5,68298527.5,63090400.75,2
1001062,서울 강남구 강남역_1,CS200037,노래방,48679759.75,56057295.25,72667807.75,84344005,65437216.94,4.25
1001062,서울 강남구 강남역_1,CS300001,슈퍼마켓,65787554.86,49896178.57,90734462.43,58520967.27,66234790.78,13.25
1001062,서울 강남구 강남역_1,CS300002,편의점,211545631.3,224422723.4,253974370.6,241570178.1,232878225.9,14
1001062,서울 강남구 강남역_1,CS300010,반찬가게,,,,76937296.39,76937296.39,18
1001062,서울 강남구 강남역_1,CS300011,일반의류,13044594.36,10420925.18,18116612.64,22359858.92,15985497.78,11.5
1001062,서울 강남구 강남역_1,CS300022,화장품,68529506.36,69947911.52,58375771.24,64066409.5,65229899.65,58.25
1001063,교대역_4,CS100001,한식음식점,104670912.9,103017132.6,114523457,120400946.8,110653112.3,49.25
1001063,교대역_4,CS100002,중식음식점,194245479.3,196040494,183931051.3,205179023.2,194849012,6
1001063,교대역_4,CS100003,일식음식점,108463571.3,115160724.4,99463127.59,148171391.7,117814703.7,17.5
1001063,교대역_4,CS100005,제과점,81864404.57,72434386.57,88016722.29,80188524.43,80626009.46,7
1001063,교대역_4,CS100006,패스트푸드점,137117594,113661043.3,105059175,117988644.7,118456614.3,3
1001063,교대역_4,CS100007,치킨전문점,181900947.2,181171679.6,202762714.4,171402102.5,184309360.9,5.25
1001063,교대역_4,CS100008,분식전문점,56156796.2,44198748.27,42162024,79139104.18,55414168.16,11
1001063,교대역_4,CS100009,호프-간이주점,50973131.17,45821734.29,66263115.71,72454927.43,58878227.15,6.75
1001063,교대역_4,CS100010,커피-음료,35367306.71,38436683.8,53349889.73,64522426.67,47919076.73,14.75
1001063,교대역_4,CS200001,일반교습학원,25551994.11,16538408.96,21620521.46,56815751.68,30131669.05,26.25
1001063,교대역_4,CS200003,예술학원,6299749.429,7899214.667,9919495.5,11352402.67,8867715.565,6.25
1001063,교대역_4,CS200005,스포츠 강습,14360412.47,24111545.29,22777837.29,24507205.71,21439250.19,16.5
1001063,교대역_4,CS200016,당구장,8441861,7812958.25,7134545.25,7969214.25,7839644.688,4
1001063,교대역_4,CS200028,미용실,40887868,42053199.1,34834610.82,26928120.36,36175949.57,10.5
1001063,교대역_4,CS200031,세탁소,11243898,14098991,9692705,12889136,11981182.5,1
1001063,교대역_4,CS200037,노래방,27831911.5,22828919,25557791.75,38593936.5,28703139.69,4
1001063,교대역_4,CS300001,슈퍼마켓,1447616948,888060107.3,717636966.8,244303779.7,824404450.3,3
1001063,교대역_4,CS300002,편의점,358666513.8,437796277,457290089.8,363756623.2,404377375.9,5.25
1001063,교대역_4,CS300011,일반의류,7670310.5,16650359.63,13099321.13,19634022.88,14263503.53,8
1001063,교대역_4,CS300022,화장품,19787734.14,12997236.71,33331249,20111233.79,21556863.41,13.75
1001064,대림역_1,CS100001,한식음식점,87258601.64,83370878.54,89487433.92,92021404.92,88034579.76,13.25
1001064,대림역_1,CS100002,중식음식점,19731937,21058792.5,17803269,17004827,18899706.38,2
1001064,대림역_1,CS100003,일식음식점,51786379.33,16285974,58232036,154118220.3,70105652.42,3
1001064,대림역_1,CS100005,제과점,20047640.33,18853138.33,12987920.75,23391051.67,18819937.77,3.25
1001064,대림역_1,CS100006,패스트푸드점,117820509,17439333,59294312,61834428,64097145.5,1.75
1001064,대림역_1,CS100008,분식전문점,15182466.4,17320630.6,22240610.75,35652532.6,22599060.09,4.75
1001064,대림역_1,CS100009,호프-간이주점,20058567.67,20661016.83,20472166.83,25863052.83,21763701.04,6
1001064,대림역_1,CS100010,커피-음료,16525485.5,23242686.7,25007518.9,21646341.5,21605508.15,10
1001064,대림역_1,CS200003,예술학원,60582015,43821604,46721404,67815285,54735077,1
1001064,대림역_1,CS200016,당구장,23591072,,26825373,25143787,25186744,1
1001064,대림역_1,CS200028,미용실,24806537.5,34612177.5,31339780.5,28925212,29920926.88,2
1001064,대림역_1,CS300001,슈퍼마켓,67135031,64588222.5,137348145,58402897.5,81868574,1.75
1001064,대림역_1,CS300002,편의점,375010203.7,227078894.3,419944171,403764636.7,356449476.4,3
1001064,대림역_1,CS300022,화장품,65816250.57,70129046.64,78898622,63719146.07,69640766.32,14
1001065,은마아파트입구사거리_1,CS100001,한식음식점,19063466.25,16157669.25,20577064.82,39989032.73,23946808.26,11.5
1001065,은마아파트입구사거리_1,CS100002,중식음식점,87153863,79726468,99437854,100202472,91630164.25,1
1001065,은마아파트입구사거리_1,CS100005,제과점,142954176,129052906.7,153105348.3,131286390,139099705.3,3
1001065,은마아파트입구사거리_1,CS100006,패스트푸드점,172545773,13146598.33,140074668.3,120858722.7,111656440.6,3
1001065,은마아파트입구사거리_1,CS100007,치킨전문점,64553179,56553991.67,58406384.33,56601101.67,59028664.17,3
1001065,은마아파트입구사거리_1,CS100008,분식전문점,213005024.5,206044695.9,195117304.1,96786602.11,177738406.6,8.5
1001065,은마아파트입구사거리_1,CS100009,호프-간이주점,0,0,0,,0,0
1001065,은마아파트입구사거리_1,CS100010,커피-음료,76641883.5,80309703.5,59220668,99276455.67,78862177.67,2.5
1001065,은마아파트입구사거리_1,CS200001,일반교습학원,71543111.36,57413166.47,85529726.77,560138656,193656165.1,41.25
1001065,은마아파트입구사거리_1,CS200003,예술학원,31390546.75,23042492.25,35145619.5,34680114.75,31064693.31,4
1001065,은마아파트입구사거리_1,CS200028,미용실,14487297.25,16994209.25,6156705,13140170.75,12694595.56,4
1001065,은마아파트입구사거리_1,CS200037,노래방,7842020.4,8877455.8,9705544.25,9763562.5,9047145.738,4.5
1001065,은마아파트입구사거리_1,CS300002,편의점,296933771,275080708,342640645,293352665,302001947.3,1
1001065,은마아파트입구사거리_1,CS300007,육류판매,82636478.5,89930296.5,79071707,81490335,83282204.25,2
1001065,은마아파트입구사거리_1,CS300011,일반의류,597339677.3,580647880.5,65031902,,414339819.9,2.333333333
1001065,은마아파트입구사거리_1,CS300022,화장품,333676859,49733262,353704773,,245704964.7,1.333333333
1001066,서울 강남구 강남역,CS100001,한식음식점,95992124.33,86458332.49,97767868.62,82557577.94,90693975.84,147.5
1001066,서울 강남구 강남역,CS100002,중식음식점,264997245,155248508.5,174708199.5,145965763.3,185229929.1,12.75
1001066,서울 강남구 강남역,CS100003,일식음식점,100513425.6,73985084.7,86406146.1,115661966.3,94141655.66,30.75
1001066,서울 강남구 강남역,CS100005,제과점,80814924,77836490.8,69260387.88,69989185.56,74475247.06,16
1001066,서울 강남구 강남역,CS100006,패스트푸드점,91982706.38,89934756.67,76433186.42,44073889.07,75606134.63,10.75
1001066,서울 강남구 강남역,CS100007,치킨전문점,139889706.3,116906237.9,132252206.7,69181148.13,114557324.7,7.75
1001066,서울 강남구 강남역,CS100008,분식전문점,129850413.1,185000301.5,189599139,144289657,162184877.6,34.5
1001066,서울 강남구 강남역,CS100009,호프-간이주점,120351086.5,103771620.4,103040815.5,94325155.78,105372169.5,23.75
1001066,서울 강남구 강남역,CS100010,커피-음료,102211326.5,76019694.7,104017419.8,113773353.7,99005448.67,45.5
1001066,서울 강남구 강남역,CS200001,일반교습학원,221767229.3,127380438.4,189496319.2,184535391.8,180794844.7,25.25
1001066,서울 강남구 강남역,CS200003,예술학원,91725975.23,102904665.3,125471870,37486616.86,89397281.86,13
1001066,서울 강남구 강남역,CS200005,스포츠 강습,,,,90909.09091,90909.09091,11
1001066,서울 강남구 강남역,CS200016,당구장,13645305.13,14219039.33,16576437.8,17553297,15498519.81,6.5
1001066,서울 강남구 강남역,CS200028,미용실,56602125.32,53013631.62,62560596.1,46816350,54748175.76,22.25
1001066,서울 강남구 강남역,CS200031,세탁소,21340301.8,25099849.4,19981347.2,19753298,21543699.1,5.25
1001066,서울 강남구 강남역,CS200037,노래방,24873207.33,28667722.67,23302024.33,16082977.5,23231482.96,14
1001066,서울 강남구 강남역,CS300001,슈퍼마켓,3700306.765,5752350.111,5447677.438,2800322.25,4425164.141,17.75
1001066,서울 강남구 강남역,CS300002,편의점,183581366.7,183802873.1,208978003.7,181728588.3,189522707.9,29.5
1001066,서울 강남구 강남역,CS300010,반찬가게,,,,6600246.35,6600246.35,20
1001066,서울 강남구 강남역,CS300011,일반의류,155510962.6,166581537.1,147530231.5,66734719.39,134089362.7,34
1001066,서울 강남구 강남역,CS300022,화장품,62860488.69,56863771.57,59430774.51,109638429.9,72198366.18,103
1001067,오류동역,CS100001,한식음식점,36369389.24,37189993.18,38466811.36,39162417.48,37797152.82,66
1001067,오류동역,CS100002,중식음식점,98509105,50839442,51403613,52607479.5,63339909.88,2.25
1001067,오류동역,CS100003,일식음식점,122693756,,132731182,147319687.5,134248208.5,2
1001067,오류동역,CS100006,패스트푸드점,321780841,325733994.5,336579934.5,107760215,272963746.3,2
1001067,오류동역,CS100007,치킨전문점,54907982.56,44791407.89,49226336.11,44320876.33,48311650.72,9
1001067,오류동역,CS100008,분식전문점,53436517.42,58592622.17,67277043.08,46970592.31,56569193.74,12.25
1001067,오류동역,CS100009,호프-간이주점,28272165.54,28118872.92,29815447.87,29952913.14,29039849.87,24
1001067,오류동역,CS100010,커피-음료,25363083.4,25687620.2,42204063.25,29947183.6,30800487.61,4.75
1001067,오류동역,CS200001,일반교습학원,21813931,28944880,28829757.4,34078671,28416809.85,5
1001067,오류동역,CS200003,예술학원,27805201.33,23196501.33,25774778,27695953.67,26118108.58,3
1001067,오류동역,CS200005,스포츠 강습,57225519.5,66261127.5,42650840.67,30170623.25,49077027.73,2.75
1001067,오류동역,CS200016,당구장,5477776.2,3896950.4,3059283,3933167.4,4091794.25,5
1001067,오류동역,CS200028,미용실,63266270.8,51133858.4,70091386.8,61025714.6,61379307.65,10
1001067,오류동역,CS200037,노래방,5188618.538,4425960.692,11587540.91,15687047.27,9222291.853,12
1001067,오류동역,CS300001,슈퍼마켓,163172721,176773771.4,173977987.4,233384854.1,186827333.5,10
1001067,오류동역,CS300002,편의점,363337864.2,415804583.8,411244916,439352990.3,407435088.6,13
1001067,오류동역,CS300007,육류판매,89291360.5,9002822.5,80839953,80806141.5,64985069.38,4
1001067,오류동역,CS300010,반찬가게,5256477.4,5121045.6,4618765.2,3469543.1,4616457.825,10
1001067,오류동역,CS300011,일반의류,46494718.08,57991220.04,34791629.96,41928096.85,45301416.23,26.5
1001067,오류동역,CS300022,화장품,107586172.8,102380709,109653562.3,51390280.89,92752681.25,9.25
1001068,은마아파트입구사거리_2,CS100001,한식음식점,47277468.44,44411770.24,49688397,49952023.94,47832414.91,17.5
1001068,은마아파트입구사거리_2,CS100002,중식음식점,203331174,172621332,198766270,195930738,192662378.5,1
1001068,은마아파트입구사거리_2,CS100003,일식음식점,50421321.2,41999841.2,44454143.17,40743787,44404773.14,5.5
1001068,은마아파트입구사거리_2,CS100005,제과점,187106871.3,159836421.5,176008405.8,167224422,172544030.1,4.25
1001068,은마아파트입구사거리_2,CS100006,패스트푸드점,89790796,80420547,93587034,85521743,87330030,1
1001068,은마아파트입구사거리_2,CS100007,치킨전문점,153125379.8,137299784.5,133425195,129409310.5,138314917.4,4
1001068,은마아파트입구사거리_2,CS100008,분식전문점,51671948.25,48984350.3,80986343.33,63931889.75,61393632.91,8.75
1001068,은마아파트입구사거리_2,CS100009,호프-간이주점,37378932.2,34688723,36048519.6,44114062,38057559.2,5
1001068,은마아파트입구사거리_2,CS100010,커피-음료,94484352.33,106310379,95693790,12121167,77152422.08,3.5
1001068,은마아파트입구사거리_2,CS200001,일반교습학원,47231362.32,28819553.56,34047456.65,194700125.1,76199624.4,34.25
1001068,은마아파트입구사거리_2,CS200005,스포츠 강습,29703945,7487164.5,12467552.5,26262675.5,18980334.38,2
1001068,은마아파트입구사거리_2,CS200028,미용실,12314531.22,16083963.56,14371885,12045999.78,13704094.89,9
1001068,은마아파트입구사거리_2,CS200037,노래방,58582279,44134746,53866831,57219857,53450928.25,1
1001068,은마아파트입구사거리_2,CS300001,슈퍼마켓,241597201.8,230370815.4,127314602.2,305292130.2,226143687.4,5
1001068,은마아파트입구사거리_2,CS300002,편의점,141310017,114457628,179394747.5,99701235.33,133715907,2.25
1001068,은마아파트입구사거리_2,CS300007,육류판매,219981208.3,13544006,192631446.3,174877404,150258516.2,3
1001068,은마아파트입구사거리_2,CS300010,반찬가게,71250,,,,71250,2
1001068,은마아파트입구사거리_2,CS300022,화장품,18430911,17233736,12529669,22229298,17605903.5,3
1001069,은마아파트입구사거리_3,CS100001,한식음식점,137983382,161581586,322832859,101666811,181016159.5,1
1001069,은마아파트입구사거리_3,CS100005,제과점,68231023.5,77730238.5,92541910,68629118.5,76783072.63,2
1001069,은마아파트입구사거리_3,CS100006,패스트푸드점,284689320.3,258539865.3,326064271.3,251386880.3,280170084.3,3.25
1001069,은마아파트입구사거리_3,CS100008,분식전문점,94772292,37257560.38,99986762,86231700.57,79562078.74,7.75
1001069,은마아파트입구사거리_3,CS100010,커피-음료,69170714.33,45856027.33,89607822.75,50142511.8,63694269.05,3.75
1001069,은마아파트입구사거리_3,CS200001,일반교습학원,307346237.1,237946683.4,342616868.4,335135574.1,305761340.8,33.25
1001069,은마아파트입구사거리_3,CS200005,스포츠 강습,,,,133655348,133655348,1
1001069,은마아파트입구사거리_3,CS300002,편의점,135413697,142242936,187206627.5,448742384.5,228401411.3,2
1001069,은마아파트입구사거리_3,CS300011,일반의류,0,0,0,,0,0
1001070,은마아파트입구사거리_4,CS100001,한식음식점,26575205.75,51988382,60311013,14439610,38328552.69,4
1001070,은마아파트입구사거리_4,CS100005,제과점,,,,49368351,49368351,1
1001070,은마아파트입구사거리_4,CS100006,패스트푸드점,410726920,423085893,438393981,390187536,415598582.5,1
1001070,은마아파트입구사거리_4,CS100010,커피-음료,355020991.6,97020338.2,356120183.4,212909246.8,255267690,5
1001070,은마아파트입구사거리_4,CS200001,일반교습학원,257982565.4,188076768.6,283923308.2,276666432.1,251662268.6,35.5
1001070,은마아파트입구사거리_4,CS200005,스포츠 강습,4241195,7773067,,,6007131,1
1001070,은마아파트입구사거리_4,CS200028,미용실,275404225,239772531,239358494,316326562,267715453,1
1001070,은마아파트입구사거리_4,CS300001,슈퍼마켓,460168190,406330299,487223014,,451240501,2
1001070,은마아파트입구사거리_4,CS300002,편의점,161702328,150012075,200258499,149545893,165379698.8,2
1001070,은마아파트입구사거리_4,CS300011,일반의류,36078478,73178343,43691892.25,72140368.5,56272270.44,4
1001071,서울 강남구 한티역,CS100001,한식음식점,138634743.1,125598604.4,135971837.2,133034755.7,133309985.1,52
1001071,서울 강남구 한티역,CS100002,중식음식점,120610478,41053816.33,123447590.7,125591552.3,102675859.3,3
1001071,서울 강남구 한티역,CS100003,일식음식점,91417122.38,83572574.5,82105436.88,76031693.44,83281706.8,8.25
1001071,서울 강남구 한티역,CS100005,제과점,42455584.8,38998229.64,40426654.3,74624124.38,49126148.28,9.75
1001071,서울 강남구 한티역,CS100006,패스트푸드점,2630217.9,,1339271,3582248.3,2517245.733,10
1001071,서울 강남구 한티역,CS100007,치킨전문점,58729345.5,55972862.17,56882401.5,107524760.7,69777342.47,6.25
1001071,서울 강남구 한티역,CS100008,분식전문점,96321871.91,60157665.17,128219031.8,92741235.57,94359951.12,12.5
1001071,서울 강남구 한티역,CS100009,호프-간이주점,43301579.41,38016461.06,40475670.56,42837746.6,41157864.41,16.25
1001071,서울 강남구 한티역,CS100010,커피-음료,42342769,37627541.79,34537079.93,33747856.86,37063811.89,28
1001071,서울 강남구 한티역,CS200001,일반교습학원,45917019.65,43900141.97,44042157.77,95226229.59,57271387.24,99.5
1001071,서울 강남구 한티역,CS200003,예술학원,46649416.4,43711010,60540185.11,38638188.78,47384700.07,9.5
1001071,서울 강남구 한티역,CS200005,스포츠 강습,56946143.38,41644470.88,32811599.89,62575148,48494340.53,8.5
1001071,서울 강남구 한티역,CS200016,당구장,5496752.667,1199468.333,4982613,5208448.667,4221820.667,3
1001071,서울 강남구 한티역,CS200028,미용실,39130763.16,30011970.96,48901840,49510809,41888845.78,23.5
1001071,서울 강남구 한티역,CS200031,세탁소,23184404.5,19086974.33,11505666,15998251.67,17443824.13,2.75
1001071,서울 강남구 한티역,CS200037,노래방,57201697.75,34690034.25,49173954.5,66065298.67,51782746.29,3.75
1001071,서울 강남구 한티역,CS300001,슈퍼마켓,2740957.333,5558907.333,2363308.5,979899.3333,2910768.125,3.25
1001071,서울 강남구 한티역,CS300002,편의점,317698108.1,345082589.4,303569964.8,196086549,290609302.8,9.75
1001071,서울 강남구 한티역,CS300010,반찬가게,274404044.4,342462161,343133202.5,,319999802.6,4.333333333
1001071,서울 강남구 한티역,CS300011,일반의류,4458108.716,2421804.267,2672785.57,11970653.71,5380838.065,89
1001071,서울 강남구 한티역,CS300022,화장품,111937791.9,124618914.2,120030934.1,106362302.1,115737485.6,13
1001072,신대방삼거리역,CS100001,한식음식점,75245983.49,65722488.28,85958810.89,90625346.66,79388157.33,48
1001072,신대방삼거리역,CS100002,중식음식점,133849113.3,125207244.3,135338928.3,125374591.3,129942469.3,4
1001072,신대방삼거리역,CS100003,일식음식점,10203230.6,12085553.2,8367349.167,63378534.6,23508666.89,5.25
1001072,신대방삼거리역,CS100005,제과점,167182641.5,155478656.5,156386485,143140222.7,155547001.4,6
1001072,신대방삼거리역,CS100007,치킨전문점,73511113.38,51761962.78,54583904.6,54400724.7,58564426.36,9.25
1001072,신대방삼거리역,CS100008,분식전문점,48421019.88,51837840.75,50705307.13,48761731.13,49931474.72,8
1001072,신대방삼거리역,CS100009,호프-간이주점,52565827.55,44931399.14,55376103.38,78645881.81,57879802.97,21.5
1001072,신대방삼거리역,CS100010,커피-음료,19202623.67,21315805.25,26617457.5,76082147.63,35804508.51,8.25
1001072,신대방삼거리역,CS200001,일반교습학원,55472575.09,53214014,52539686.91,55903615.36,54282472.84,11
1001072,신대방삼거리역,CS200003,예술학원,32767379,9145923,52770192.5,37110966,32948615.13,1.75
1001072,신대방삼거리역,CS200005,스포츠 강습,1866873,,,2454241.4,2160557.2,4.5
1001072,신대방삼거리역,CS200016,당구장,8657906,7359322.2,6984045,7406952.2,7602056.35,5
1001072,신대방삼거리역,CS200028,미용실,35790490,9520914.429,39047054.38,35376075.38,29933633.54,7.5
1001072,신대방삼거리역,CS200031,세탁소,914944,321675,231144,751217,554745,1
1001072,신대방삼거리역,CS200037,노래방,23896495.82,20224609.91,21716136.64,27313519.91,23287690.57,11
1001072,신대방삼거리역,CS300002,편의점,187852959.6,199348827,201843217.4,239201736.2,207061685.1,5
1001072,신대방삼거리역,CS300011,일반의류,22048807.21,42182227.4,25508928,37861521.88,31900371.12,15
1001072,신대방삼거리역,CS300022,화장품,17933753.5,18579493.4,18181100.8,19420462.3,18528702.5,10
1001073,서울 강남구 역삼역_1,CS100001,한식음식점,80044283.96,71134449.48,76051140.07,63768040.87,72749478.59,204.5
1001073,서울 강남구 역삼역_1,CS100002,중식음식점,107170008.1,88606406.33,86767858.63,60930773.11,85868761.54,17.75
1001073,서울 강남구 역삼역_1,CS100003,일식음식점,89027667.07,77439088.93,70940205.3,55472988.78,73219987.52,32.5
1001073,서울 강남구 역삼역_1,CS100005,제과점,130865695.4,123706310.1,92999196.33,84948842.67,108130011.1,10.25
1001073,서울 강남구 역삼역_1,CS100006,패스트푸드점,77276617.29,71516636,71205578.93,67265240.55,71816018.19,15.5
1001073,서울 강남구 역삼역_1,CS100007,치킨전문점,91086413.43,81360700,80962036.56,66097719.14,79876717.28,16.75
1001073,서울 강남구 역삼역_1,CS100008,분식전문점,65118001.74,65942757.63,67310342.12,42346863.75,60179491.31,41
1001073,서울 강남구 역삼역_1,CS100009,호프-간이주점,97843882.33,70431051.73,84965392.14,69335787.48,80644028.42,24.25
1001073,서울 강남구 역삼역_1,CS100010,커피-음료,97151648.16,85540343.44,100826075,80078154.65,90899055.31,72.25
1001073,서울 강남구 역삼역_1,CS200001,일반교습학원,937500,882352.9412,789473.6842,536435.7,786440.5813,18
1001073,서울 강남구 역삼역_1,CS200003,예술학원,35875303.57,21495702.57,41552514.86,25335222.25,31064685.81,7.25
1001073,서울 강남구 역삼역_1,CS200005,스포츠 강습,3528085.714,1910177.143,694731.2222,2478786,2152945.02,8.5
1001073,서울 강남구 역삼역_1,CS200016,당구장,9381773.3,7626030.9,8380654.8,5802372.882,7797707.971,11.75
1001073,서울 강남구 역삼역_1,CS200028,미용실,25850860.31,24682269.29,26194531.07,16582838.53,23327624.8,29.25
1001073,서울 강남구 역삼역_1,CS200031,세탁소,16216655.11,20670776.33,16088728,16292952.5,17317277.99,9.25
1001073,서울 강남구 역삼역_1,CS200037,노래방,14126018.18,17017080.41,15556561.63,11418972.56,14529658.19,19.25
1001073,서울 강남구 역삼역_1,CS300001,슈퍼마켓,64426971.21,58784949.7,61750689.53,47181970.96,58036145.35,20.75
1001073,서울 강남구 역삼역_1,CS300002,편의점,175935225.6,171113215.7,201090640.5,214633141.8,190693055.9,29.75
1001073,서울 강남구 역삼역_1,CS300007,육류판매,77095959.75,28077490.75,53498098.25,57347489.6,54004759.59,4.25
1001073,서울 강남구 역삼역_1,CS300010,반찬가게,24311406,25224846.92,25105171.16,,24880474.69,24
1001073,서울 강남구 역삼역_1,CS300011,일반의류,15447115.31,17532284.26,9363859,14469245.63,14203126.05,39
1001073,서울 강남구 역삼역_1,CS300022,화장품,31585574.43,25730110.22,33625017.88,19280483.97,27555296.62,104
1001074,대림역_2,CS100001,한식음식점,55473862.5,52505365.53,57722127.43,72764948.71,59616576.04,14.75
1001074,대림역_2,CS100002,중식음식점,461783197,293988037.5,303591762.8,294438646.5,338450410.9,3.75
1001074,대림역_2,CS100003,일식음식점,45773436,63236432,33554958.67,31715055.5,43569970.54,2.25
1001074,대림역_2,CS100007,치킨전문점,23495536.5,24402392.5,24222113.5,19154682.25,22818681.19,4
1001074,대림역_2,CS100008,분식전문점,29452347.56,29063985.67,32978898.22,28323656.89,29954722.08,9
1001074,대림역_2,CS100009,호프-간이주점,9551101,13979539.5,17259660,12607618.5,13349479.75,2
1001074,대림역_2,CS100010,커피-음료,24271861.9,28509556.1,29112653,23974525.8,26467149.2,10
1001074,대림역_2,CS200001,일반교습학원,,,,96605026,96605026,3
1001074,대림역_2,CS200028,미용실,16424835.33,15566070.67,14082242.33,16347903.33,15605262.92,3
1001074,대림역_2,CS200031,세탁소,13698708,18222293.5,8287589,9246858.333,12363862.21,2.25
1001074,대림역_2,CS300001,슈퍼마켓,5367164.857,7730564.167,1904694.8,1398086.5,4100127.581,5.5
1001074,대림역_2,CS300002,편의점,179667055.3,152085511.4,189822851.4,169087454.5,172665718.2,7
1001074,대림역_2,CS300022,화장품,31873995.18,55777702.81,30745199.88,43178531,40393857.22,16.25
1001075,역삼역_2,CS100001,한식음식점,70204793.08,71716018.31,57100842.38,35170287.46,58547985.31,15.75
1001075,역삼역_2,CS100002,중식음식점,181096604,167496816,161330793,58798682.67,142180723.9,1.5
1001075,역삼역_2,CS100003,일식음식점,94165664.67,75745903.67,78410481.33,36262130.56,71146045.06,4.5
1001075,역삼역_2,CS100006,패스트푸드점,,,,25307811.5,25307811.5,2
1001075,역삼역_2,CS100008,분식전문점,67735712.5,58405124.8,45051947.83,30455229.57,50412003.68,5.5
1001075,역삼역_2,CS100009,호프-간이주점,233065070.7,180710906,103757894.7,14762003.2,133073968.6,3.5
1001075,역삼역_2,CS100010,커피-음료,55059065.25,54429439.33,72044258.07,44024276.42,56389259.77,14.25
1001075,역삼역_2,CS200003,예술학원,81000000,81000000,81000000,81000000,81000000,1
1001075,역삼역_2,CS200037,노래방,38414941,46373281,33995880,9936172.25,32180068.56,1.75
1001075,역삼역_2,CS300002,편의점,571259431.3,564754386.6,579398123.7,433634728.2,537261667.5,7.25
1001075,역삼역_2,CS300022,화장품,10679763,19428342.33,20147269.25,14542030.54,16199351.28,12.25
1001076,구로역,CS100001,한식음식점,57076632.46,56124036.11,59246545.12,66278586.63,59681450.08,26.5
1001076,구로역,CS100003,일식음식점,213471376,267096202,108143044,,196236874,1
